Age,Experience,Income,Branch Address,Family,CCAvg,Mortgage,Personal Loan,Brokerage Account,GIC Account,Online,CreditCard,Advisor Name,Advisor Designation,Branch Address 1,Branch Address 2,Branch Address 3
34,9,89,33 Harrison Road,1,0,0,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
46,22,135,597 Lawrence Street,3,4.1,213,1,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
55,25,44,667 E. Hall St.,3,1,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
37,11,61,68 Sunbeam St.,3,0.9,0,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
53,27,170,544 Edgewood Drive,1,1,0,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
31,5,115,544 Edgewood Drive,2,1.5,189,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
45,20,155,91 Lake Court,1,7,0,0,0,0,1,1,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
32,7,49,9929 Thompson Lane,3,2.3,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
37,11,51,9670 Wilson Rd.,3,2.1,0,0,0,0,1,1,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
45,21,40,234 Blue Spring Rd.,3,0.6,0,0,0,0,1,1,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
30,4,24,8536 Country Club Dr.,1,0.4,81,0,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
37,7,73,234 Blue Spring Rd.,4,1.8,0,0,0,0,1,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
45,18,50,218 S. Westport Court,3,2.5,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
50,24,31,14 Lakeshore Lane,1,0.3,0,0,0,0,0,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
56,30,15,518 Selby Ave.,4,0.7,102,0,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
28,2,51,36 South St.,4,1.8,0,0,1,0,0,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
38,12,43,9929 Thompson Lane,4,1.2,0,0,0,0,0,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
54,24,63,91 Lake Court,3,1.4,138,0,0,0,1,1,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
30,6,29,7041 East Mammoth Drive,3,1,117,0,0,0,0,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
40,16,61,544 Edgewood Drive,3,2.1,0,0,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
32,7,98,9251 Old Vernon St.,1,4.2,171,1,1,1,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
45,21,61,8536 Country Club Dr.,3,0.7,0,0,1,1,1,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
50,26,148,544 Edgewood Drive,2,6.8,0,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
44,20,38,8378 West Magnolia Street,2,2.1,95,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
50,24,91,544 Edgewood Drive,1,0.8,0,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
24,-2,135,40 E. Dunbar Ave.,2,7.2,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
63,38,52,9091 S. Bowman Street,4,1.7,218,0,0,0,1,1,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
41,17,44,234 Blue Spring Rd.,1,0.3,0,0,0,0,1,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
62,36,119,9929 Thompson Lane,2,2,0,0,0,0,0,0,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
24,-1,38,4 Country Drive,2,1.7,0,0,0,0,1,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
65,39,94,218 S. Westport Court,1,2,0,0,0,0,0,1,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
38,13,84,24 Trusel Court,4,0.7,0,0,0,0,0,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
37,13,33,33 Harrison Road,4,0.4,0,0,0,0,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
65,39,23,7919 Cedarwood Dr.,3,0.7,0,0,0,0,0,1,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
40,16,125,33 Harrison Road,2,2.2,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
65,40,80,667 E. Hall St.,1,0.8,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
33,7,21,94 Country Club St.,1,0.6,0,0,1,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
59,32,49,218 S. Westport Court,4,2.5,0,0,0,0,1,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
43,17,41,9670 Wilson Rd.,3,2.2,0,0,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
47,23,28,533 Hillcrest Street,4,0.6,0,0,0,0,1,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
25,1,13,597 Lawrence Street,4,1,95,0,0,0,0,1,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
35,11,42,8536 Country Club Dr.,1,1.5,0,0,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
60,36,22,518 Selby Ave.,2,1,0,0,1,1,1,1,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
44,20,101,69 Spruce Dr.,3,4.4,82,1,0,0,0,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
66,41,70,36 Kent Court,3,2.2,0,0,0,0,0,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
47,21,68,518 Selby Ave.,4,2.6,0,0,0,0,0,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
24,-2,80,36 South St.,2,1.6,238,0,0,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
63,37,105,742 Bridle Street,4,1.7,244,0,0,0,0,1,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
29,3,154,8378 West Magnolia Street,2,2,130,0,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
29,4,14,36 Kent Court,4,0.5,0,0,0,0,0,1,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
33,9,139,890 W. Brickyard Dr.,1,4.3,0,0,0,0,0,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
53,26,22,5 Maple Lane,1,0.5,0,0,0,0,1,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
38,14,74,8536 Country Club Dr.,1,3.6,0,0,0,0,1,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
29,5,162,7330 West Grand St.,1,4.3,0,0,0,0,0,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
40,15,52,742 Bridle Street,3,0.8,113,0,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
56,30,101,9251 Old Vernon St.,3,1.7,0,0,0,0,0,1,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
56,32,58,8378 West Magnolia Street,1,1.8,241,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
50,24,195,40 E. Dunbar Ave.,1,1.7,0,0,0,0,0,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
44,20,33,76 Mayfair St.,4,0.3,142,0,0,0,0,1,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
48,23,74,9929 Thompson Lane,1,1.2,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
32,7,28,8722 Richardson Street,4,1.1,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
49,24,70,20 Bradford Ave.,1,2.9,0,0,0,0,0,1,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
63,39,101,9091 S. Bowman Street,2,3.9,294,1,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
50,24,180,4 Country Drive,1,1.7,0,0,0,0,1,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
35,9,43,518 Selby Ave.,2,0.3,0,0,0,0,1,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
26,1,102,33 Harrison Road,1,1.9,0,0,0,0,0,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
64,39,35,9834 East Pineknoll Ave.,1,1.5,0,0,1,0,0,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
62,37,39,76 Mayfair St.,2,2.8,113,0,0,1,1,1,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
38,12,53,9929 Thompson Lane,2,2.4,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
44,20,132,742 Bridle Street,3,2.6,308,1,0,0,0,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
49,23,100,234 Blue Spring Rd.,2,6.3,0,0,0,0,0,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
39,13,94,8536 Country Club Dr.,1,1.5,0,0,0,0,0,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
35,11,160,218 S. Westport Court,4,5.7,0,1,1,0,0,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
47,23,33,597 Lawrence Street,1,1,0,0,0,0,1,1,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
35,9,23,36 Kent Court,4,0.3,0,0,0,0,0,0,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
50,26,42,742 Bridle Street,2,1,78,0,1,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
31,7,44,1 Poplar St.,1,1.2,0,0,0,0,1,1,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
58,32,110,20 Bradford Ave.,3,1.7,0,0,0,0,0,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
57,33,24,177 Winchester Street,1,0.1,0,0,0,0,0,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
37,11,194,76 Mayfair St.,2,0,0,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
51,27,39,40 E. Dunbar Ave.,2,0.8,182,0,0,0,0,1,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
28,3,11,234 Blue Spring Rd.,4,0.5,0,0,0,0,0,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
40,14,64,7919 Cedarwood Dr.,4,0.2,0,0,0,0,1,1,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
56,30,141,91 Lake Court,2,0.5,0,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
52,27,81,7041 East Mammoth Drive,1,1.3,293,0,0,0,0,1,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
34,9,35,94 Country Club St.,3,1.3,0,0,0,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
56,31,80,33 Harrison Road,4,1.3,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
64,40,40,8376 Euclid Lane,2,1.1,0,0,0,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
55,29,65,533 Hillcrest Street,3,2.5,0,0,0,0,0,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
63,39,38,9670 Wilson Rd.,3,0.1,178,0,0,0,1,1,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
36,6,11,544 Edgewood Drive,1,0.666666667,0,0,1,1,1,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
50,23,64,7330 West Grand St.,1,2.666666667,0,0,0,0,0,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
37,11,84,9587 SW. Jefferson Street,2,1.8,0,0,0,0,1,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
36,12,69,8722 Richardson Street,3,3.1,0,1,0,0,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
64,39,73,36 Kent Court,3,2.4,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
28,4,94,387 West Fifth Ave.,3,0.8,236,0,0,0,1,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
50,25,114,68 Sunbeam St.,1,0.6,0,0,0,0,0,1,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
25,-1,113,36 South St.,4,2.3,0,0,0,0,0,1,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
44,19,70,544 Edgewood Drive,1,0.2,230,0,1,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
24,0,82,92 Ridgewood Dr.,3,0.8,0,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
35,10,139,36 South St.,2,7.8,0,0,0,0,0,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
46,20,39,9251 Old Vernon St.,1,0.2,0,0,0,0,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
57,27,63,387 West Fifth Ave.,4,2,0,0,0,0,1,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
64,40,169,1 Poplar St.,2,2.1,122,0,0,0,1,0,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
54,28,94,9834 East Pineknoll Ave.,1,1.9,0,0,0,0,0,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
50,24,38,40 E. Dunbar Ave.,4,0.1,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
41,17,154,20 Bradford Ave.,1,1.7,0,0,0,0,0,1,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
46,22,144,94 Country Club St.,2,3.3,0,0,0,0,1,1,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
42,18,54,91 Lake Court,1,1.8,0,0,0,0,1,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
25,0,53,7919 Cedarwood Dr.,2,1.6,0,0,0,0,1,1,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
27,3,81,890 W. Brickyard Dr.,3,1.5,307,0,1,1,1,1,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
29,-1,71,9587 SW. Jefferson Street,2,1.75,0,0,0,0,0,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
29,5,128,8378 West Magnolia Street,1,1.5,0,0,0,0,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
50,23,15,387 West Fifth Ave.,2,1,101,0,0,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
43,18,44,8536 Country Club Dr.,1,2.4,0,0,0,0,0,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
63,33,40,36 South St.,4,1.666666667,0,0,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
48,24,24,7919 Cedarwood Dr.,1,0.9,0,0,0,0,0,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
32,7,84,8017 Homestead Ave.,3,0.6,0,0,0,0,1,1,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
44,18,75,68 Sunbeam St.,1,0.7,0,0,0,0,0,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
59,33,140,742 Bridle Street,2,0.5,262,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
62,37,48,7919 Cedarwood Dr.,3,2.2,0,0,0,0,0,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
36,9,40,8376 Euclid Lane,2,1,0,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
60,34,23,218 S. Westport Court,1,0.8,112,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
50,23,9,218 S. Westport Court,2,1,0,0,0,0,1,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
43,19,32,9929 Thompson Lane,4,0.3,0,0,0,0,0,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
49,25,30,8017 Homestead Ave.,4,0.9,0,0,0,0,0,1,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
30,6,48,667 E. Hall St.,1,1.2,0,0,0,0,1,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
52,27,45,91 Lake Court,1,1.3,0,0,0,0,0,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
36,12,89,40 E. Dunbar Ave.,2,2.7,0,0,0,0,0,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
29,4,72,7041 East Mammoth Drive,4,2.2,0,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
43,18,30,9670 Wilson Rd.,1,0.5,0,0,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
31,1,51,9929 Thompson Lane,2,1.75,0,0,0,0,0,0,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
65,39,184,76 Mayfair St.,1,5.4,176,1,0,1,1,1,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
46,22,153,387 West Fifth Ave.,2,7.5,0,0,0,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
63,38,134,742 Bridle Street,3,4,0,1,0,0,0,1,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
35,11,148,1 Poplar St.,1,5.8,0,1,0,0,1,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
30,4,35,9834 East Pineknoll Ave.,4,0.8,0,0,0,0,1,1,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
36,6,69,518 Selby Ave.,4,4,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
40,14,123,518 Selby Ave.,1,5.2,0,0,0,0,1,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
40,14,58,9251 Old Vernon St.,4,0.2,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
63,38,50,33 Harrison Road,2,2.8,205,0,0,0,0,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
51,25,70,20 Bradford Ave.,1,0.8,0,0,1,0,1,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
64,37,138,8378 West Magnolia Street,2,2.8,0,1,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
51,27,38,91 Lake Court,2,1,164,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
65,40,115,336 Pin Oak Ave.,1,2.5,174,0,0,0,0,1,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
39,14,155,890 W. Brickyard Dr.,2,3.9,0,0,0,0,1,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
54,29,70,40 E. Dunbar Ave.,3,2,116,0,0,0,1,1,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
56,32,161,387 West Fifth Ave.,1,5.8,0,1,1,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
60,35,20,9670 Wilson Rd.,1,1.3,0,0,0,0,1,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
65,41,195,9834 East Pineknoll Ave.,3,0.4,0,1,1,1,0,1,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
54,30,100,1 Poplar St.,4,3.4,0,1,0,0,0,0,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
42,17,115,24 Trusel Court,2,0.4,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
50,24,188,597 Lawrence Street,3,1.3,184,1,0,0,0,1,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
42,18,34,518 Selby Ave.,4,0.3,104,0,1,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
63,33,52,218 S. Westport Court,4,1.666666667,0,0,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
50,25,38,40 E. Dunbar Ave.,1,1.4,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
62,38,78,36 South St.,2,0,0,0,0,0,1,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
30,3,61,518 Selby Ave.,4,2,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
26,1,50,597 Lawrence Street,4,0.6,0,0,0,0,0,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
34,9,65,9834 East Pineknoll Ave.,4,1.3,0,0,0,0,0,1,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
26,1,184,336 Pin Oak Ave.,2,4.2,577,1,0,1,1,1,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
35,11,30,7041 East Mammoth Drive,1,1.7,0,0,1,0,0,1,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
54,30,23,9670 Wilson Rd.,2,0.4,0,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
36,12,84,94 Country Club St.,1,0.8,0,0,0,0,1,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
39,14,165,94 Country Club St.,2,3.3,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
52,28,51,742 Bridle Street,1,1.6,0,0,1,0,0,1,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
32,6,13,24 Trusel Court,4,0.3,0,0,1,1,1,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
58,33,81,33 Harrison Road,2,0,0,0,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
48,22,19,94 Country Club St.,2,0.1,106,0,0,0,0,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
27,0,38,24 Trusel Court,4,1,154,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
42,18,33,9834 East Pineknoll Ave.,1,1.4,0,0,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
53,29,93,14 Lakeshore Lane,1,2.7,256,0,0,0,1,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
40,16,69,8722 Richardson Street,4,2.4,0,0,0,0,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
29,4,22,9251 Old Vernon St.,2,0.9,110,0,0,0,0,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
